stop1_name,stop2_name,Hour,MedianRunTime,CompromiseRunTime,MinMedianTime,Route1Stop,AdjustedHour,Direction,Sort
Dudley Square Station,Washington St opp Ruggles St,17,55,43,31,Dudley-Ruggles,5:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,17,69,49,29,Ruggles-MelneaCass,5:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,17,65,42,19,MelneaCass-Harrison,5:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,17,98,70.5,43,Harrison-Randall,5:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,17,132,96.5,61,Randall-Albany,5:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,17,36,29.5,23,Albany-Harrison,5:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,17,119,87,55,Harrison-Washington,5:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,17,115,91.5,68,Washington-Tremont,5:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,17,68.5,45.25,22,Tremont-Columbus,5:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,17,88,58.5,29,Columbus-MassAveStation,5:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,17,62,38.5,15,MassAveStation-StBotolph,5:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,17,105,76,47,StBotolph-Clearway,5:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,17,183,118.5,54,Clearway-Newbury,5:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,17,130,103.5,77,Newbury-Beacon,5:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,17,177,144.5,112,Beacon-MassAve,5:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,17,83,63,43,MassAve-Albany,5:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,17,99,86,73,Albany-Sidney,5:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,17,258,163.5,69,Sidney-Prospect,5:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,17,82,59,36,Prospect-Bigelow,5:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,17,51,40.5,30,Bigelow-Hancock,5:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,17,42,32.25,22.5,Hancock-Dana,5:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,17,65,45,25,Dana-Trowbridge,5:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,17,47,38.5,30,Trowbridge-Bow,5:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,17,48,38,28,Bow-Holyoke,5:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,17,,,,,5:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,18,44,37.5,31,Dudley-Ruggles,6:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,18,48,38.5,29,Ruggles-MelneaCass,6:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,18,43,31,19,MelneaCass-Harrison,6:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,18,81,62,43,Harrison-Randall,6:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,18,93,77,61,Randall-Albany,6:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,18,33,28,23,Albany-Harrison,6:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,18,108,81.5,55,Harrison-Washington,6:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,18,96,82,68,Washington-Tremont,6:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,18,61,41.5,22,Tremont-Columbus,6:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,18,61,45,29,Columbus-MassAveStation,6:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,18,58,36.5,15,MassAveStation-StBotolph,6:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,18,98,72.5,47,StBotolph-Clearway,6:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,18,112,83,54,Clearway-Newbury,6:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,18,122,99.5,77,Newbury-Beacon,6:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,18,161.5,136.75,112,Beacon-MassAve,6:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,18,80,61.5,43,MassAve-Albany,6:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,18,102,87.5,73,Albany-Sidney,6:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,18,205,137,69,Sidney-Prospect,6:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,18,86,61,36,Prospect-Bigelow,6:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,18,50,40,30,Bigelow-Hancock,6:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,18,43,32.75,22.5,Hancock-Dana,6:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,18,63,44,25,Dana-Trowbridge,6:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,18,47,38.5,30,Trowbridge-Bow,6:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,18,47,37.5,28,Bow-Holyoke,6:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,18,,,,,6:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,19,40,35.5,31,Dudley-Ruggles,7:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,19,36,32.5,29,Ruggles-MelneaCass,7:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,19,34,26.5,19,MelneaCass-Harrison,7:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,19,71,57,43,Harrison-Randall,7:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,19,74,67.5,61,Randall-Albany,7:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,19,28,25.5,23,Albany-Harrison,7:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,19,98,76.5,55,Harrison-Washington,7:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,19,92,80,68,Washington-Tremont,7:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,19,55,38.5,22,Tremont-Columbus,7:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,19,41,35,29,Columbus-MassAveStation,7:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,19,51,33,15,MassAveStation-StBotolph,7:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,19,88,67.5,47,StBotolph-Clearway,7:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,19,112,83,54,Clearway-Newbury,7:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,19,106.5,91.75,77,Newbury-Beacon,7:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,19,145,128.5,112,Beacon-MassAve,7:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,19,71,57,43,MassAve-Albany,7:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,19,87,80,73,Albany-Sidney,7:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,19,143,106,69,Sidney-Prospect,7:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,19,81,58.5,36,Prospect-Bigelow,7:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,19,44,37,30,Bigelow-Hancock,7:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,19,37,29.75,22.5,Hancock-Dana,7:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,19,53,39,25,Dana-Trowbridge,7:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,19,47,38.5,30,Trowbridge-Bow,7:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,19,43,35.5,28,Bow-Holyoke,7:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,19,,,,,7:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,20,36,33.5,31,Dudley-Ruggles,8:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,20,38,33.5,29,Ruggles-MelneaCass,8:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,20,31,25,19,MelneaCass-Harrison,8:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,20,63,53,43,Harrison-Randall,8:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,20,73,67,61,Randall-Albany,8:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,20,26,24.5,23,Albany-Harrison,8:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,20,91,73,55,Harrison-Washington,8:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,20,85,76.5,68,Washington-Tremont,8:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,20,45,33.5,22,Tremont-Columbus,8:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,20,34,31.5,29,Columbus-MassAveStation,8:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,20,43,29,15,MassAveStation-StBotolph,8:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,20,79,63,47,StBotolph-Clearway,8:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,20,91,72.5,54,Clearway-Newbury,8:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,20,100.5,88.75,77,Newbury-Beacon,8:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,20,136,124,112,Beacon-MassAve,8:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,20,59,51,43,MassAve-Albany,8:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,20,85,79,73,Albany-Sidney,8:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,20,125,97,69,Sidney-Prospect,8:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,20,79,57.5,36,Prospect-Bigelow,8:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,20,42,36,30,Bigelow-Hancock,8:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,20,33,27.75,22.5,Hancock-Dana,8:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,20,48,36.5,25,Dana-Trowbridge,8:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,20,44,37,30,Trowbridge-Bow,8:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,20,37,32.5,28,Bow-Holyoke,8:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,20,,,,,8:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,21,35,33,31,Dudley-Ruggles,9:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,21,35,32,29,Ruggles-MelneaCass,9:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,21,27.5,23.25,19,MelneaCass-Harrison,9:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,21,60,51.5,43,Harrison-Randall,9:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,21,72,66.5,61,Randall-Albany,9:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,21,24,23.5,23,Albany-Harrison,9:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,21,87,71,55,Harrison-Washington,9:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,21,75,71.5,68,Washington-Tremont,9:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,21,34,28,22,Tremont-Columbus,9:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,21,32,30.5,29,Columbus-MassAveStation,9:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,21,44,29.5,15,MassAveStation-StBotolph,9:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,21,77,62,47,StBotolph-Clearway,9:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,21,77,65.5,54,Clearway-Newbury,9:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,21,93,85,77,Newbury-Beacon,9:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,21,129,120.5,112,Beacon-MassAve,9:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,21,61,52,43,MassAve-Albany,9:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,21,79,76,73,Albany-Sidney,9:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,21,112,90.5,69,Sidney-Prospect,9:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,21,76,56,36,Prospect-Bigelow,9:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,21,39,34.5,30,Bigelow-Hancock,9:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,21,31,26.75,22.5,Hancock-Dana,9:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,21,42,33.5,25,Dana-Trowbridge,9:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,21,39,34.5,30,Trowbridge-Bow,9:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,21,36,32,28,Bow-Holyoke,9:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,21,,,,,9:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,22,35.5,33.25,31,Dudley-Ruggles,10:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,22,33,31,29,Ruggles-MelneaCass,10:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,22,26,22.5,19,MelneaCass-Harrison,10:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,22,51,47,43,Harrison-Randall,10:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,22,70,65.5,61,Randall-Albany,10:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,22,26,24.5,23,Albany-Harrison,10:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,22,85,70,55,Harrison-Washington,10:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,22,75.5,71.75,68,Washington-Tremont,10:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,22,33,27.5,22,Tremont-Columbus,10:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,22,32,30.5,29,Columbus-MassAveStation,10:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,22,43,29,15,MassAveStation-StBotolph,10:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,22,83.5,65.25,47,StBotolph-Clearway,10:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,22,78,66,54,Clearway-Newbury,10:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,22,98,87.5,77,Newbury-Beacon,10:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,22,129,120.5,112,Beacon-MassAve,10:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,22,66,54.5,43,MassAve-Albany,10:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,22,77,75,73,Albany-Sidney,10:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,22,101,85,69,Sidney-Prospect,10:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,22,74,55,36,Prospect-Bigelow,10:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,22,38,34,30,Bigelow-Hancock,10:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,22,30,26.25,22.5,Hancock-Dana,10:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,22,42,33.5,25,Dana-Trowbridge,10:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,22,38,34,30,Trowbridge-Bow,10:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,22,35,31.5,28,Bow-Holyoke,10:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,22,,,,,10:00 PM,Northbound,24
Dudley Square Station,Washington St opp Ruggles St,23,36,33.5,31,Dudley-Ruggles,11:00 PM,Northbound,0
Washington St opp Ruggles St,Washington St @ Melnea Cass Blvd,23,31,30,29,Ruggles-MelneaCass,11:00 PM,Northbound,1
Washington St @ Melnea Cass Blvd,Melnea Cass Blvd @ Harrison Ave,23,23,21,19,MelneaCass-Harrison,11:00 PM,Northbound,2
Melnea Cass Blvd @ Harrison Ave,Albany St opp Randall St,23,50,46.5,43,Harrison-Randall,11:00 PM,Northbound,3
Albany St opp Randall St,Mass. Ave @ Albany St,23,75.5,68.25,61,Randall-Albany,11:00 PM,Northbound,4
Mass. Ave @ Albany St,Mass. Ave @ Harrison Ave,23,24.5,23.75,23,Albany-Harrison,11:00 PM,Northbound,5
Mass. Ave @ Harrison Ave,Mass. Ave @ Washington St,23,78,66.5,55,Harrison-Washington,11:00 PM,Northbound,6
Mass. Ave @ Washington St,Mass. Ave @ Tremont St,23,69,68.5,68,Washington-Tremont,11:00 PM,Northbound,7
Mass. Ave @ Tremont St,Mass. Ave @ Columbus Ave,23,43,32.5,22,Tremont-Columbus,11:00 PM,Northbound,8
Mass. Ave @ Columbus Ave,Mass. Ave @ Mass. Ave Station,23,34,31.5,29,Columbus-MassAveStation,11:00 PM,Northbound,9
Mass. Ave @ Mass. Ave Station,Mass. Ave @ St Botolph St,23,28,21.5,15,MassAveStation-StBotolph,11:00 PM,Northbound,10
Mass. Ave @ St Botolph St,Mass. Ave @ Clearway St,23,77,62,47,StBotolph-Clearway,11:00 PM,Northbound,11
Mass. Ave @ Clearway St,Mass. Ave @ Newbury St,23,61,57.5,54,Clearway-Newbury,11:00 PM,Northbound,12
Mass. Ave @ Newbury St,Mass. Ave @ Beacon St,23,86,81.5,77,Newbury-Beacon,11:00 PM,Northbound,13
Mass. Ave @ Beacon St,77 Mass. Ave,23,125,118.5,112,Beacon-MassAve,11:00 PM,Northbound,14
77 Mass. Ave,Mass. Ave @ Albany St,23,52.5,47.75,43,MassAve-Albany,11:00 PM,Northbound,15
Mass. Ave @ Albany St,Mass. Ave @ Sidney St,23,81,77,73,Albany-Sidney,11:00 PM,Northbound,16
Mass. Ave @ Sidney St,Mass. Ave @ Prospect St,23,99,84,69,Sidney-Prospect,11:00 PM,Northbound,17
Mass. Ave @ Prospect St,Mass. Ave @ Bigelow St,23,72,54,36,Prospect-Bigelow,11:00 PM,Northbound,18
Mass. Ave @ Bigelow St,Mass. Ave @ Hancock St,23,37,33.5,30,Bigelow-Hancock,11:00 PM,Northbound,19
Mass. Ave @ Hancock St,Mass. Ave @ Dana St,23,29,25.75,22.5,Hancock-Dana,11:00 PM,Northbound,20
Mass. Ave @ Dana St,Mass. Ave @ Trowbridge St,23,35,30,25,Dana-Trowbridge,11:00 PM,Northbound,21
Mass. Ave @ Trowbridge St,Mass. Ave @ Bow St,23,34,32,30,Trowbridge-Bow,11:00 PM,Northbound,22
Mass. Ave @ Bow St,Mass. Ave @ Holyoke St,23,34,31,28,Bow-Holyoke,11:00 PM,Northbound,23
Mass. Ave @ Holyoke St,,23,,,,,11:00 PM,Northbound,24
